1999.964427,750.014
2000.2596,771.026
2000.554794,842.017
2000.850011,742.022
2001.145249,742.022
2001.440509,684.014
2001.735791,686.003
2002.031095,836.99
2002.326421,689.005
2002.621768,1108.01
2002.917138,829.033
2003.212529,1042.01
2003.507942,801.006
2003.803377,858.001
2004.098834,735.006
2004.394312,805.997
2004.689813,887.981
2004.985335,727.014
2005.280879,620.003
2005.576445,824.007
2005.872033,696.021
2006.167642,727.014
2006.463274,817.027
2006.758927,957.019
2007.054602,978.031
2007.350299,819.016
2007.646018,960.021
2007.941759,873.009
2008.237521,791.025
2008.533306,817.027
2008.829112,773.015
2009.12494,712.005
2009.42079,828.997
2009.716662,814.025
2010.012555,883.027
2010.308471,1037.02
2010.604408,1047.03
2010.900367,1070.03
2011.196348,778.005
2011.492351,881.002
2011.788375,873.009
2012.084422,814.025
2012.38049,781.007
2012.67658,974.993
2012.972692,806.033
2013.268826,794.026
2013.564982,630.021
2013.861159,842.016
2014.157359,822.018
2014.45358,809.034
2014.749823,814.025
2015.046088,758.006
2015.342375,842.016
2015.638683,929.028
2015.935014,837.026
2016.231366,878
2016.52774,863.028
2016.824136,881.002
2017.120554,714.031
2017.416993,686.003
2017.713455,573.025
2018.009938,783.032
2018.306443,691.03
2018.60297,712.005
2018.899519,635.011
2019.19609,762.997
2019.492682,622.028
2019.789297,712.005
2020.085933,858.001
2020.382591,947.002
2020.679271,773.015
2020.975973,635.011
2021.272696,667.993
2021.569442,772.979
2021.866209,645.029
2022.162998,771.026
2022.459809,625.03
2022.756642,771.026
2023.053497,899.012
2023.350373,922.012
2023.647271,883.027
2023.944192,952.029
2024.241134,924.001
2024.538097,1039
2024.835083,934.019
2025.132091,855.036
2025.42912,973.004
2025.726171,709.004
2026.023244,824.007
2026.320339,828.997
2026.617456,908.993
2026.914595,714.031
2027.211755,855.036
2027.508937,1016
2027.806142,796.015
2028.103368,865.017
2028.400615,750.014
2028.697885,909.029
2028.995176,963.023
2029.29249,791.025
2029.589825,714.031
2029.887182,888.018
2030.184561,835.001
2030.481962,847.007
2030.779384,865.017
2031.076829,858.001
2031.374295,822.017
2031.671783,883.027
2031.969293,1052.02
2032.266825,1175.02
2032.564378,1021.03
2032.861954,993.003
2033.159551,796.015
2033.45717,755.005
2033.754811,819.016
2034.052474,850.009
2034.350159,922.012
2034.647865,658.012
2034.945593,612.011
2035.243344,709.004
2035.541116,440.013
2035.83891,822.018
2036.136725,904.002
2036.434563,666.004
2036.732422,997.994
2037.030304,955.03
2037.328207,927.003
2037.626132,919.01
2037.924078,712.005
2038.222047,765.022
2038.520037,722.023
2038.81805,709.004
2039.116084,805.997
2039.41414,666.004
2039.712218,716.996
2040.010317,882.991
2040.308439,568.035
2040.606582,837.026
2040.904748,881.002
2041.202935,776.016
2041.501144,808.998
2041.799374,878
2042.097627,893.008
2042.395901,1052.02
2042.694198,973.004
2042.992516,724.012
2043.290856,759.996
2043.589217,770.99
2043.887601,1020.99
2044.186007,873.009
2044.484434,712.005
2044.782883,594.001
2045.081354,707.015
2045.379847,684.014
2045.678362,655.01
2045.976898,1016
2046.275457,806.033
2046.574037,963.023
2046.872639,878
2047.171263,888.018
2047.469909,694.032
2047.768576,794.026
2048.067266,622.028
2048.365977,768.024
2048.66471,758.007
2048.963465,768.024
2049.262242,765.022
2049.561041,660.001
2049.859861,845.018
2050.158704,873.009
2050.457568,804.008
2050.756454,763.033
2051.055362,837.026
2051.354291,635.011
2051.653243,650.02
2051.952216,666.004
2052.251212,750.014
2052.550229,805.997
2052.849268,689.005
2053.148328,781.007
2053.447411,788.023
2053.746516,750.014
2054.045642,788.023
2054.34479,773.015
2054.64396,828.997
2054.943152,768.024
2055.242366,1057.01
2055.541601,776.016
2055.840859,937.021
2056.140138,748.025
2056.439439,640.002
2056.738762,905.991
2057.038107,776.016
2057.337473,712.005
2057.636862,911.018
2057.936272,904.002
2058.235704,648.031
2058.535158,881.002
2058.834634,904.002
2059.134132,954.994
2059.433651,845.018
2059.733192,860.026
2060.032756,868.019
2060.332341,722.023
2060.631948,806.033
2060.931576,824.007
2061.231227,786.034
2061.530899,768.024
2061.830594,684.014
2062.13031,782.996
2062.430048,844.982
2062.729807,869.972
2063.029589,946.966
2063.329392,571
2063.629218,713.995
2063.929065,686.003
2064.228934,721.987
2064.528825,579.029
2064.828738,755.005
2065.128672,714.031
2065.428628,684.014
2065.728607,694.032
2066.028607,883.027
2066.328629,730.015
2066.628672,717.032
2066.928738,873.01
2067.228826,645.029
2067.528935,632.01
2067.829066,699.023
2068.129219,791.025
2068.429394,842.017
2068.72959,788.023
2069.029809,714.031
2069.330049,924.001
2069.630312,840.028
2069.930596,845.018
2070.230901,860.027
2070.531229,788.023
2070.831579,1075.02
2071.13195,860.026
2071.432343,896.01
2071.732759,783.032
2072.033196,965.012
2072.333654,886.029
2072.634135,786.034
2072.934637,824.007
2073.235162,851.998
2073.535708,829.034
2073.836276,771.026
2074.136866,914.02
2074.437478,689.005
2074.738111,847.007
2075.038767,704.013
2075.339444,828.997
2075.640143,799.017
2075.940864,819.016
2076.241607,737.031
2076.542371,740.033
2076.843158,745.023
2077.143966,881.002
2077.444796,812
2077.745648,686.003
2078.046522,842.016
2078.347418,870.008
2078.648335,837.026
2078.949275,776.016
2079.250236,927.003
2079.551219,876.011
2079.852224,835
2080.153251,845.018
2080.454299,712.005
