1999.964427,256.001
2000.2596,182.029
2000.554794,210.036
2000.850011,210.036
2001.145249,264.025
2001.440509,238.005
2001.735791,241.023
2002.031095,225.014
2002.326421,276.023
2002.621768,238.005
2002.917138,259.02
2003.212529,187.034
2003.507942,256.001
2003.803377,179.01
2004.098834,179.01
2004.394312,202.012
2004.689813,172.018
2004.985335,164.032
2005.280879,189.021
2005.576445,238.005
2005.872033,248.016
2006.167642,184.015
2006.463274,215.003
2006.758927,284.009
2007.054602,220.008
2007.350299,202.012
2007.646018,241.023
2007.941759,210.036
2008.237521,284.009
2008.533306,271.018
2008.829112,212.023
2009.12494,177.023
2009.42079,310.029
2009.716662,289.014
2010.012555,264.025
2010.308471,259.02
2010.604408,177.023
2010.900367,233.038
2011.196348,387.021
2011.492351,266.012
2011.788375,174.005
2012.084422,238.005
2012.38049,263.987
2012.67658,207.017
2012.972692,292.033
2013.268826,141.03
2013.564982,172.018
2013.861159,164.032
2014.157359,241.023
2014.45358,253.021
2014.749823,172.018
2015.046088,233
2015.342375,177.023
2015.638683,253.021
2015.935014,317.022
2016.231366,243.01
2016.52774,248.016
2016.824136,179.01
2017.120554,200.025
2017.416993,297.038
2017.713455,248.016
2018.009938,271.018
2018.306443,197.007
2018.60297,148.022
2018.899519,246.029
2019.19609,177.023
2019.492682,271.018
2019.789297,276.023
2020.085933,125.02
2020.382591,200.025
2020.679271,151.003
2020.975973,148.022
2021.272696,210.036
2021.569442,128.001
2021.866209,192.001
2022.162998,220.008
2022.459809,182.029
2022.756642,182.029
2023.053497,151.003
2023.350373,238.005
2023.647271,243.01
2023.944192,200.025
2024.241134,179.01
2024.538097,264.025
2024.835083,210.036
2025.132091,236.018
2025.42912,182.029
2025.726171,212.023
2026.023244,164.032
2026.320339,136.025
2026.617456,223.027
2026.914595,189.021
2027.211755,172.018
2027.508937,292.033
2027.806142,241.023
2028.103368,197.007
2028.400615,250.996
2028.697885,210.036
2028.995176,205.03
2029.29249,246.029
2029.589825,271.018
2029.887182,202.012
2030.184561,187.034
2030.481962,230.019
2030.779384,233.038
2031.076829,184.015
2031.374295,92.0077
2031.671783,108.017
2031.969293,202.012
2032.266825,166.019
2032.564378,161.013
2032.861954,118.028
2033.159551,161.013
2033.45717,212.023
2033.754811,156.008
2034.052474,172.018
2034.350159,210.036
2034.647865,202.012
2034.945593,184.015
2035.243344,251.034
2035.541116,253.021
2035.83891,220.008
2036.136725,238.005
2036.434563,236.018
2036.732422,276.023
2037.030304,233.038
2037.328207,205.03
2037.626132,269.031
2037.924078,259.02
2038.222047,233.038
2038.520037,228.032
2038.81805,302.005
2039.116084,340.023
2039.41414,266.012
2039.712218,225.014
2040.010317,182.029
2040.308439,154.021
2040.606582,218.022
2040.904748,243.01
2041.202935,215.003
2041.501144,205.03
2041.799374,223.027
2042.097627,197.007
2042.395901,133.006
2042.694198,241.023
2042.992516,189.021
2043.290856,202.012
2043.589217,261.007
2043.887601,202.012
2044.186007,287.027
2044.484434,212.023
2044.782883,305.024
2045.081354,284.009
2045.379847,305.024
2045.678362,159.027
2045.976898,133.006
2046.275457,128.001
2046.574037,332.993
2046.872639,238.005
2047.171263,248.016
2047.469909,333.031
2047.768576,220.008
2048.067266,220.008
2048.365977,264.025
2048.66471,205.03
2048.963465,259.02
2049.262242,156.008
2049.561041,212.023
2049.859861,148.022
2050.158704,187.034
2050.457568,189.021
2050.756454,166.019
2051.055362,138.012
2051.354291,253.021
2051.653243,141.03
2051.952216,184.015
2052.251212,243.01
2052.550229,131.019
2052.849268,189.021
2053.148328,138.012
2053.447411,207.017
2053.746516,164.032
2054.045642,212.023
2054.34479,287.027
2054.64396,113.023
2054.943152,179.01
2055.242366,271.018
2055.541601,300.018
2055.840859,246.029
2056.140138,223.027
2056.439439,269.031
2056.738762,220.008
2057.038107,212.023
2057.337473,238.005
2057.636862,284.009
2057.936272,179.01
2058.235704,195.02
2058.535158,246.029
2058.834634,289.014
2059.134132,164.032
2059.433651,233.038
2059.733192,125.02
2060.032756,218.022
2060.332341,212.023
2060.631948,123.034
2060.931576,151.003
2061.231227,243.01
2061.530899,197.007
2061.830594,227.994
2062.13031,293.981
2062.430048,220.008
2062.729807,215.003
2063.029589,243.01
2063.329392,177.023
2063.629218,233.038
2063.929065,207.017
2064.228934,241.023
2064.528825,251.034
2064.828738,294.02
2065.128672,202.012
2065.428628,279.003
2065.728607,238.005
2066.028607,241.023
2066.328629,205.03
2066.628672,215.003
2066.928738,195.02
2067.228826,154.021
2067.528935,271.018
2067.829066,243.01
2068.129219,241.023
2068.429394,138.012
2068.72959,261.007
2069.029809,184.015
2069.330049,166.019
2069.630312,246.029
2069.930596,225.014
2070.230901,195.02
2070.531229,325.007
2070.831579,179.01
2071.13195,225.014
2071.432343,205.03
2071.732759,172.018
2072.033196,161.013
2072.333654,323.02
2072.634135,294.02
2072.934637,115.01
2073.235162,189.021
2073.535708,174.005
2073.836276,233
2074.136866,184.015
2074.437478,253.021
2074.738111,200.025
2075.038767,210.036
2075.339444,179.01
2075.640143,195.02
2075.940864,207.017
